id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1402409,Spacious 1928 Bungalow near Sloan's Lake.,1382900,Pamela,,West Colfax,39.73995,-105.04053,Entire home/apt,260,3,173,2024-12-01,1.26,1,145,14,2021-BFN-0000150
1581384,2BR - West Highlands Sweet Retreat!,8410190,Deanna,,West Highland,39.76779,-105.05005,Entire home/apt,120,29,88,2024-11-01,0.65,5,84,3,
1583103,W. Wash Park Artist Bungalow,8428229,Christina,,Speer,39.72088,-104.98371,Entire home/apt,120,29,49,2024-10-29,0.64,2,137,5,
1594161,Newly Renovated Apartment-Perfect for Families!,4756064,Brian And Tarryn,,West Colfax,39.73723,-105.04561,Entire home/apt,140,2,204,2024-10-28,1.63,1,178,4,2019-BFN-0000132
1637744,Park Hill Denver: Shady Retreat,8697449,Jennifer,,South Park Hill,39.74446,-104.91113,Private room,80,31,39,2024-09-07,0.34,1,363,1,
1641476,Cozy Creole Cottage by Sloan's Lake,8714815,Allison,,Sloan Lake,39.75459,-105.04991,Entire home/apt,,3,90,2024-11-30,1.02,1,0,28,2021-BFN-0000429
1733052,Beautiful Private Basement Suite near Downtown,2416216,Jason,,Cheesman Park,39.73799,-104.97219,Private room,90,1,1603,2024-12-26,11.73,1,318,123,2016-BFN-0008749
1737365,Stylish & Historic LoHi Loft on Wyandot,3378084,Alexandra,,Highland,39.75901,-105.01541,Entire home/apt,99,29,81,2024-08-31,0.60,2,333,4,
1758820,Denver Washington Park Front Home,3158051,Maureen,,Washington Park,39.70187,-104.96718,Entire home/apt,,29,1,2022-03-05,0.03,1,0,0,2021-BFN-0009986
1785877,"European style pension, Cheesman Park",6674631,Cynthia,,Cheesman Park,39.7388,-104.96965,Private room,56,29,173,2023-09-24,1.27,3,365,0,
1792152,Peaceful Retreat in Congress Park,9402581,Rita,,Congress Park,39.73377,-104.94866,Private room,78,29,255,2023-12-26,1.93,2,364,0,
1801950,Best Location HUGE 1 bedroom loft,9447036,Zach,,CBD,39.74569,-104.99202,Entire home/apt,139,2,384,2024-12-16,3.09,5,130,56,2022-BFN-0016801
1908529,Tennyson Treehouse in Denver,9904510,Debbie,,West Highland,39.76794,-105.04618,Entire home/apt,141,3,52,2024-12-21,5.34,1,214,52,2024-BFN-0008822
1959836,Artist Cottage in Denver,10033473,Anne,,Clayton,39.76476,-104.95804,Private room,100,30,296,2019-11-04,2.20,1,83,0,
2104774,"Skylight,warm,cute,quiet,3rd mo -5%,no smokng",4087056,Jeanne,,City Park West,39.74245,-104.9681,Entire home/apt,49,30,55,2024-11-17,0.47,6,275,3,
2119667,Architect Owned Unique Retreat in the Art District,10535707,Nicole,,Lincoln Park,39.73499,-105.00108,Entire home/apt,258,29,414,2021-09-04,3.11,1,365,0,
2139342,Designer Home Away From Home,10917089,Jeffrey,,Hilltop,39.72112,-104.91342,Entire home/apt,95,30,163,2024-10-25,1.23,4,223,3,
2232323,"Cozy Cottage in the Country Club,",11393480,Darrow,,Country Club,39.72367,-104.96557,Entire home/apt,260,7,102,2024-12-03,0.78,1,364,4,2017-BFN-0001514
2235726,Executive LODO Loft,11414205,Todd,,Union Station,39.75393,-104.99668,Entire home/apt,250,30,0,,,1,364,0,
2239191,"Entire Home - Roomy 3BR, Victorian. Near RINO/DWTN",1239512,Zorab,,Clayton,39.76768,-104.9551,Entire home/apt,170,4,100,2024-10-13,0.86,1,362,14,2017-BFN-0002932
2243316,"Best!Location,Victorian,Clean,OpenQuiet,no smoking",4087056,Jeanne,,City Park West,39.74245,-104.9681,Entire home/apt,50,30,39,2024-04-29,0.30,6,331,1,
2361919,The Cloisters at Berkeley,5811115,Annette,,Berkeley,39.7796,-105.03859,Entire home/apt,70,30,51,2024-10-18,0.39,4,358,2,
2441900,Remodeled Victorian Condo w Private Garage,12482307,Jeremy,,City Park West,39.74296,-104.96941,Entire home/apt,70,60,5,2023-10-27,0.04,1,365,0,
2466830,HISTORIC COTTAGE IN BONNIE BRAE,6896064,Greg,,Cory - Merrill,39.69062,-104.9548,Entire home/apt,300,29,12,2024-07-14,0.12,1,363,1,2018-BFN-0005028
2467260,parkside5280,11000035,Ryan,,City Park,39.74241,-104.95097,Entire home/apt,122,1,628,2024-12-14,4.84,1,166,68,2018-BFN-0008030
2487185,Beautifully remodeled-Just Minutes from Downtown!,4706233,Jeffrey,,Athmar Park,39.7038,-105.0116,Entire home/apt,189,3,27,2024-12-27,0.33,2,302,7,2019-BFN-0011743
2599115,Cozy Eastbridge Home walk to everything!,10128382,Kerry,,Stapleton,39.75778,-104.85861,Entire home/apt,204,2,227,2024-11-30,1.74,1,358,14,2017-BFN-0001227
2817786,Private Queen Room w Ensuite Bath,14414164,Mary,,Five Points,39.74687,-104.97561,Private room,90,30,146,2023-08-20,1.13,1,0,0,
2875696,"Cozy condo, 700 sq ft. near Lowry",14699024,Julie,,Windsor,39.70705,-104.8916,Entire home/apt,80,182,15,2024-12-15,0.12,1,365,1,
2908978,Peaceful Queen in Congress Park,9402581,Rita,,Congress Park,39.73396,-104.94702,Private room,60,29,209,2024-09-04,1.65,2,365,1,
2957097,Close to Downtown - Hot Tub - Beautifully Remodel,4706233,Jeffrey,,Athmar Park,39.70304,-105.01177,Entire home/apt,192,3,189,2024-09-30,1.47,2,302,8,2019-BFN-0011743
2960513,Historic 1800s townhome 10-min walk Denver Health,2544705,Gustavo,,Baker,39.72287,-104.995,Entire home/apt,74,31,101,2024-09-30,1.06,1,180,5,2017-BFN-0000613
2975710,Sloan's Lake Highlands Bungalow,15178224,Jennifer,,West Highland,39.75936,-105.04792,Entire home/apt,140,30,39,2024-12-01,0.31,1,197,6,
3094167,Prime Location-Sweet Retreat In the ♥ of Highlands,8410190,Deanna,,West Highland,39.76169,-105.03382,Entire home/apt,,29,38,2022-07-03,0.30,5,18,0,
3138055,Classic Home on Capitol Hill,15933305,Sarah,,Capitol Hill,39.73193,-104.97878,Entire home/apt,,4,31,2023-09-22,0.39,2,0,0,2018-BFN-0004864
3150813,Modern Urban Oasis in Rino,135470,Mark,,Cole,39.77101,-104.96639,Entire home/apt,300,1,251,2024-12-25,1.96,1,364,8,2017-BFN-0001617
3280778,Art Deco Boho close to everything!,16581953,Jeff,,Athmar Park,39.70719,-105.01878,Entire home/apt,,29,63,2024-11-21,1.66,1,5,13,2021-BFN-0008876
3334447,"Gorgeous 2 BR, 2 BA Townhome!",16835411,Sarah,,Five Points,39.75049,-104.97555,Entire home/apt,,29,168,2024-01-01,1.32,1,0,1,2019-BFN-0011425
3338717,Basement apartment on the park.,16853725,Nanci,,Rosedale,39.67652,-104.97801,Entire home/apt,91,2,235,2024-12-27,1.83,1,322,39,2016-BFN-0007960
3341556,1BD City Park Carriage House,16865529,Lori,,City Park West,39.74972,-104.97222,Entire home/apt,99,30,35,2024-10-04,0.28,2,329,4,
3458369,Carriage House-Highlands Square,12969161,Jamie,,West Highland,39.76178,-105.03885,Entire home/apt,115,30,255,2021-05-08,2.00,1,269,0,
3463164,"CountryClub home, Quiet, Safe, Gated, Exclusive",10105976,Mike And Molly,,Fort Logan,39.64468,-105.0653,Private room,84,29,11,2019-05-17,0.10,1,87,0,
3479122,Unique 3-Level Loft in Famous Ballpark Neighborhood,17524202,Sam,,Five Points,39.75469,-104.98785,Entire home/apt,114,30,480,2020-06-02,3.76,2,0,0,
3542624,"Mod Downtown Perfection, 3BD w/ Patio, Fast WIFI",17833434,Clayton,,Lincoln Park,39.73248,-104.99906,Entire home/apt,133,2,168,2024-11-29,1.33,1,328,35,2020-BFN-0001541
3562277,Newly remodeled ground level basement 3 BR,17831791,Michelle,,University,39.6631,-104.96774,Private room,125,31,10,2020-08-16,0.08,1,363,0,
3605358,Historic Mansion - Room and Bath,18168193,Georgia,,Capitol Hill,39.73308,-104.97996,Private room,115,2,263,2024-11-10,2.07,1,364,26,2019-BFN-0009791
3810191,Charming Bungalow in the Highlands,7879432,Cathy,,Berkeley,39.77321,-105.02888,Entire home/apt,95,3,51,2024-07-16,0.41,2,68,4,2022-BFN-0010747
3829793,Modern 1 Bed / 1 Bath Apartment in Uptown,2537989,Kristin,,North Capitol Hill,39.74367,-104.97908,Entire home/apt,103,60,12,2024-11-08,0.10,1,243,1,
3891080,Charming vintage Five Points apt,20134025,Kelly,,Five Points,39.75229,-104.97978,Entire home/apt,110,2,81,2024-12-15,3.62,1,73,24,2022-BFN-0020462
3960763,Relax in Denver's Best Neighborhood Platt Park!,20525963,Julie,,Platt Park,39.68769,-104.98715,Entire home/apt,148,2,30,2024-09-15,0.24,1,202,1,2023-BFN-0013155
4000181,Loft Life! 2bed/1bath- Downtown near Union Station,20739244,Mark + Shahana,,Five Points,39.760994,-104.996796,Entire home/apt,96,29,22,2024-08-10,0.18,2,364,2,
4052272,The Spectrum Inn,18930052,Nikki & James,,Skyland,39.76146,-104.9503,Entire home/apt,105,30,170,2022-08-29,1.37,1,230,0,2017-BFN-0001623
4080404,Relax on City Park + Barrel Steam Sauna + Hot Tub,11706428,Aaron,,Skyland,39.75546,-104.95573,Entire home/apt,306,28,296,2024-11-25,4.38,1,168,42,2019-BFN-0008252
4137490,40th Floor with Endless Mountain & City Views,860762,Corey & Heidi,,CBD,39.74458,-104.99588,Entire home/apt,205,30,12,2022-08-07,0.16,1,0,0,
4180622,Modern Guest House in Berkeley Lake,5416557,Maureen,,Berkeley,39.77658,-105.04629,Entire home/apt,150,30,240,2024-07-24,1.97,1,89,1,
4191778,Cozy apt in historic bungalow,17347654,Erin,,Baker,39.71909919084444,-104.99428554588273,Entire home/apt,74,29,173,2024-12-09,1.39,1,365,14,2021-BFN-0009686
4236002,Modern Historic Denver Carriage House with Hot tub,21982508,Jb,,North Park Hill,39.7524,-104.92175,Entire home/apt,126,2,633,2024-12-27,5.10,1,178,59,2017-BFN-0008411
4241536,Cozy-Cool Highlands Cottage,22009424,Carlos,,West Highland,39.76387,-105.03138,Entire home/apt,100,30,35,2024-11-06,0.29,1,305,3,
4267851,"Spacious, bright, near parks, cafe, mkt, zoo, msm",22155542,Benjamin,,South Park Hill,39.74967,-104.93296,Entire home/apt,,5,26,2024-11-30,0.21,1,5,4,2016-BFN-0007280
4294257,Full of Character AND Comfortable !,22292048,Travis,,Congress Park,39.73884825718342,-104.949571507518,Entire home/apt,96,2,626,2024-12-08,5.05,1,51,61,2016-BFN-0008410
4384783,Sunny Condo! Close To Downtown!,9597571,Jon & Irene,,Hale,39.73116,-104.93282,Entire home/apt,85,29,37,2024-07-01,0.32,1,237,2,
4545539,Updated Downtown Apartment in Baker with Off-Street Parking,23466084,Tyler,,Baker,39.71749,-104.99085,Entire home/apt,81,1,531,2024-12-15,4.32,1,159,55,2017-BFN-0001958
4556950,☀░ Downtown High Rise SPIRE - Furnished 1br ☀,23623049,Scott,,CBD,39.74563,-104.99452,Entire home/apt,75,60,7,2024-12-16,0.09,1,0,2,
4556956,Exceptional Loft Living,7447790,Rick/Ali,,Union Station,39.75695,-105.00419,Entire home/apt,350,30,1,2021-07-02,0.02,1,263,0,
4574082,Reduced January pricing/PET friendly!,8264792,Sheila,,Hilltop,39.72216,-104.90396,Entire home/apt,219,3,173,2024-10-20,1.42,1,304,7,2017-BFN-0007462
4581251,Cozy Cap Hill condo *min 30 day or longer stay,23747225,Lacey,,Capitol Hill,39.73483,-104.9757,Entire home/apt,73,30,31,2024-11-01,0.27,1,134,4,
4617226,Warm & inviting home in a great location - 2B/2B,3807039,Josh,,Washington Virginia Vale,39.70648,-104.9293,Private room,111,2,112,2024-12-24,1.88,2,79,20,2019-BFN-0010723
4637460,Charming Victorian in Curtis Park,10843433,Edric,,Five Points,39.75415,-104.98173,Entire home/apt,144,2,79,2024-12-22,0.65,1,260,16,2017-BFN-0002639
4638352,Cozy Studio in Denver's BEST Neighborhood Berkeley,11850286,Portia,,West Highland,39.76902,-105.04846,Entire home/apt,102,2,528,2024-12-09,4.42,1,236,57,2016-BFN-0007165
4671545,"WIN! Walk out balcony 3rd Mo -5%, no smoking",4087056,Jeanne,,City Park West,39.74245,-104.9681,Entire home/apt,43,30,49,2024-10-29,0.41,6,347,5,
4692668,House in front of Washington Park + HotTub,24260044,Patricio,,Washington Park,39.70212,-104.97209,Entire home/apt,185,3,68,2024-12-21,1.77,1,4,24,2021-BFN-0008287
4718459,Victorian 1BR Apt Sobo/Baker/W Wash,8428229,Christina,,Speer,39.71826,-104.98406,Entire home/apt,71,30,54,2024-12-02,0.44,2,364,2,
4727890,Denver's Santa Fe Arts District,5910663,Tony,,Lincoln Park,39.72644,-104.9963,Entire home/apt,100,30,73,2022-07-12,0.60,2,270,0,
4753876,RiNo Den,24532369,Christina Joan,,Five Points,39.7574,-104.98677,Entire home/apt,71,1,626,2024-12-14,5.75,1,232,76,2017-BFN-0002322
4856179,3BR with En-Suites,24981544,Michael,,West Colfax,39.73524008064244,-105.03669702382467,Entire home/apt,,30,0,,,2,179,0,
4951295,Urban Nest | hot tub | dog friendly | bike & walk,3543517,Christiane,,City Park West,39.74205,-104.96191,Entire home/apt,173,2,402,2024-12-26,3.56,1,266,31,2017-BFN-0001694
4964614,Historic Capitol Hill Mansion,25591329,Linda,,Capitol Hill,39.73377,-104.9807,Private room,115,2,302,2024-11-16,2.54,1,348,24,2017-BFN-0000290
5010213,Downtown Denver Union Station LoDo Loft Retreat,4252297,Andrea,,Union Station,39.75351,-105.0037,Entire home/apt,122,29,153,2023-12-17,1.28,1,179,0,
5184333,2 bedroom 2 baths  Mt Views sleeps 4,10751081,Beatrice (Bia),,Capitol Hill,39.73579,-104.98047,Entire home/apt,99,60,14,2022-08-13,0.12,2,365,0,
5302550,1890's Victorian West Bedroom,27460785,Ian,,Congress Park,39.7319,-104.9528,Private room,75,4,137,2024-10-21,1.32,3,57,2,2022-BFN-0000871
5343759,Cozy Bedroom in Congress Park 2,27265704,Adam,,Congress Park,39.73688,-104.94289,Private room,42,31,80,2022-07-14,0.67,2,344,0,
5364164,*Monthly Rental* 1-Bedroom 1-Bathroom Condo,27807630,Kyle,,Washington Virginia Vale,39.69713,-104.92667,Entire home/apt,89,29,5,2024-10-15,0.55,1,255,5,
5379218,Large  Queen size Bedroom Denver DTC  I-25 / I-225,5852906,Dr. Faye,,Hampden South,39.64721,-104.8867,Private room,200,29,38,2024-08-02,0.36,2,365,2,2018-BFN-0008538
5414477,Bright Cap Hill Apt w/parking and free laundry.,28067552,Matt,,Capitol Hill,39.73679,-104.97994,Entire home/apt,,95,46,2024-03-17,0.39,1,0,1,
5508545,"Cozy 1BD-parking, yard, laundry",5124037,Darja,,Montclair,39.73839,-104.91961,Entire home/apt,115,29,259,2024-08-23,2.20,2,120,2,2017-BFN-0000201
5531293,The Garden Suite,5811115,Annette,,Berkeley,39.78164,-105.038,Entire home/apt,91,30,32,2024-10-15,0.27,4,238,1,
5536068,"Downtown Denver Great Price, Best Location",28706795,Bryan,,CBD,39.74815,-104.99489,Entire home/apt,60,60,17,2024-12-12,0.14,2,167,4,
5558992,Cozy Carriage Home Sante Fe Style!,26125748,Edwin,,Lincoln Park,39.72979,-104.99557,Entire home/apt,75,29,161,2024-11-18,1.57,1,339,2,2019-BFN-0001582
5600653,"Spacious, Sunny, Private Balcony! Brooks Tower 5N",6658113,Alex,,CBD,39.74634,-104.99678,Entire home/apt,78,30,3,2023-09-01,0.03,16,213,0,
5600766,Private balcony w/downtown view! Brooks Tower 6G,6658113,Alex,,CBD,39.74634,-104.99678,Entire home/apt,78,30,4,2020-10-07,0.03,16,68,0,
5691532,Downtown Apt - Amazing City View! Brooks Tower 6I,6658113,Alex,,CBD,39.74634,-104.99678,Entire home/apt,58,30,7,2019-07-21,0.06,16,44,0,
5691878,Urban Studio Life! Brooks Tower 5F,6658113,Alex,,CBD,39.74634,-104.99678,Entire home/apt,58,30,14,2024-07-10,0.13,16,163,1,
5717755,"Three Bedroom, Prime Location, Top Floor Balcony",29643692,Jeff,,Jefferson Park,39.75182,-105.02219,Entire home/apt,295,2,74,2024-10-13,0.63,1,173,2,2024-BFN-0023474
5746214,Private Suite on Beautiful Wooded Street,16611775,Megan,,South Park Hill,39.7483,-104.91471,Private room,78,2,225,2024-12-26,2.87,1,158,20,2018-BFN-0007525
5794938,★ Penthouse ★Balcony★ Chef's Kitch ★ Garage,19065685,Allan,,North Capitol Hill,39.74326,-104.98088,Entire home/apt,131,3,672,2024-11-29,5.69,1,172,81,2019-BFN-0004106
5931452,Downtown Life w/Balcony! Brooks Tower 5K,6658113,Alex,,CBD,39.74634,-104.99678,Entire home/apt,68,30,6,2024-08-26,0.05,16,122,1,
5946059,Downtown living! Brooks Tower 6H,6658113,Alex,,CBD,39.74634,-104.99678,Entire home/apt,53,30,6,2023-09-30,0.12,16,90,0,
5966633,Lovely West Wash Park Guest House,30972487,Sabrina,,Speer,39.71396,-104.97608,Entire home/apt,92,1,451,2024-12-22,4.74,2,348,47,2017-BFN-0001904
5968656,Mini Mansion: A+ Location -  Denver Highlands,30983019,Justin,,West Highland,39.76336,-105.02808,Entire home/apt,320,3,263,2024-11-18,2.35,1,125,29,2021-BFN-0000813
6065081,610 sq ft Condo on South Broadway,31481199,Dan,,Speer,39.71913,-104.982,Entire home/apt,139,29,69,2024-08-12,0.59,1,362,1,
6141491,Beautiful 5bed/3bath home in Denver. Dog friendly!,31858502,Brian,,Washington Virginia Vale,39.6992,-104.92515,Entire home/apt,179,29,148,2024-08-16,1.26,3,365,3,
6300806,Upstairs of Charming cottage style (1 of 2 bdrms),32766212,John,,Cole,39.76558,-104.96109,Private room,65,29,93,2022-05-05,1.01,2,364,0,2017-BFN-0001273
6333040,Historic Carriage House in Denver's Oldest Neighborhood,32967501,Mick,,Five Points,39.76154,-104.9741,Entire home/apt,185,1,1074,2024-12-22,9.21,1,275,133,2023-BFN-0014894
6348993,"Cozy, Private, Spacious Bedroom and Bathroom",28359129,Matthew John,,Sunnyside,39.77037,-105.0135,Private room,65,1,731,2024-12-12,6.30,1,85,73,2021-BFN-0002848
6349335,Rock House in Berkeley neighborhood of Denver,29472916,Kevin,,Regis,39.78471,-105.0361,Entire home/apt,236,3,167,2024-11-24,1.45,1,301,23,2017-BFN-0000889
6373869,Room in Cozy Duplex in Cap Hill!,33215141,Ryan,,Capitol Hill,39.73487,-104.98141,Private room,89,29,306,2024-07-16,2.61,2,48,11,2016-BFN-0008280
6374807,Duplex in Cap Hill! Walk to Convention Center!,33215141,Ryan,,Capitol Hill,39.73532,-104.9832,Entire home/apt,276,29,170,2024-08-09,1.46,2,353,9,2016-BFN-0008280
6416196,3Bed/3 Full Bath Condo in Uptown Neighborhood,2104816,Luke,,North Capitol Hill,39.74572,-104.98319,Entire home/apt,280,30,10,2024-11-25,0.24,1,211,3,
6424367,Indoor/outdoor space near DU in walkable area,24918318,Angela,,Platt Park,39.67914,-104.97377,Entire home/apt,,5,19,2024-07-08,0.16,1,3,2,2023-BFN-0011061
6445171,Private bd/bth in lovely Victorian (longterm only),1627500,Adrienne,,Berkeley,39.77063,-105.03731,Private room,42,30,39,2023-06-03,0.33,1,364,0,
6678066,Modern Townhouse in Downtown with Private Balcony,23183224,James & Alli,,Five Points,39.75021,-104.97909,Entire home/apt,233,2,247,2024-12-27,2.13,1,263,22,2017-BFN-0002422
6701936,Cozy crashpad in central Denver,26852378,Krystal,,Cole,39.76213,-104.9638,Private room,52,2,56,2024-12-05,0.56,2,346,22,2022-BFN-0005479
6730800,"Hip S. Broadway 2 BR Historic Denver, Private Yard",29623887,Nikki,,Baker,39.71819,-104.99031,Entire home/apt,111,2,277,2024-11-05,2.39,1,336,7,2022-BFN-0008349
6796745,Spacious Condo in Downtown Denver,19189781,Jeramy,,Five Points,39.75255,-104.98133,Entire home/apt,280,29,83,2024-09-02,0.71,1,89,5,2021-BFN-0005656
6854536,"Charming 4br, 2 ba Bungalow Tennyson Neighborhood",35920914,Perri,,Regis,39.78606,-105.04065,Entire home/apt,,4,29,2024-07-23,0.36,1,0,1,2021-BFN-0010186
6869896,"Norway House, an Exquisitely Renovated 1907 Brick House",36000852,Billy,,City Park,39.74392,-104.94826,Entire home/apt,,3,286,2024-12-27,2.48,1,302,44,2017-BFN-0000661
6954236,Luxurious Heart of Denver 3.5B/2.5B entire home,36460088,Jared,,Stapleton,39.75684,-104.85525,Entire home/apt,165,29,124,2024-07-31,1.07,2,365,1,2019-BFN-0008112
7052545,Dorm room in Highlands bed X,24483378,Bailey,,West Highland,39.76662,-105.05283,Shared room,,1,254,2024-10-22,2.20,15,289,16,
7071425,Unique and Funky Tiny House on Beautiful Parks,45310987,Morgan,,Rosedale,39.67107,-104.9856,Entire home/apt,139,29,150,2024-04-20,1.33,3,124,2,
7091323,Charming Guest Suite In East Denver 3 Comfy Beds,33601029,Joseph,,Washington Virginia Vale,39.70989,-104.91529,Entire home/apt,79,2,468,2024-11-18,4.11,1,169,28,2018-BFN-0009009
7181062,Private Unit/Suite in Modern Architecture Home,269598,Lovedy Patricia,,West Highland,39.76364,-105.04251,Private room,119,1,217,2024-10-14,1.89,1,364,12,2017-BFN-0000256
7198718,The Darling of Washington Park,37694818,Jim,,Washington Park,39.70402,-104.9657,Entire home/apt,135,30,1,2015-07-23,0.01,2,317,0,
7228382,Hotel Residential of Denver [Suite #1],7304490,Hotel Residential,,Five Points,39.7542399,-104.9913709,Entire home/apt,1205,2,151,2024-11-21,1.32,3,318,10,2020-BFN-0005872
7277958,Sloan's Lake Townhome w/ Rooftop,32800157,Jacob,,West Colfax,39.7354774,-105.0368387,Entire home/apt,125,29,0,,,1,362,0,
7336200,"Modern apartment, cool neighborhood",1983332,Kevin,,Congress Park,39.73125,-104.94141,Entire home/apt,100,500,3,2016-02-06,0.03,1,365,0,
7349270,"""Park Hill"" Home away from home, 30 day minimum",30944900,Mina /Chris,,North Park Hill,39.75475,-104.91763,Entire home/apt,135,30,48,2021-08-31,0.46,1,90,0,
7557038,Carriage House in Uptown,19989453,Stan,,North Capitol Hill,39.7442,-104.97685,Entire home/apt,90,30,261,2024-03-24,2.28,1,149,1,2017-BFN-0000896
7577128,"Spacious, bright and beautiful home in RiNo",8066753,Jeff And JP,,Five Points,39.76267,-104.97346,Entire home/apt,258,1,627,2024-12-14,5.47,1,143,51,2019-BFN-0010138
7584529,Cozy Basement Suite near RiNo,5887477,Amy,,Cole,39.76839,-104.96089,Private room,54,3,296,2024-12-11,2.72,2,199,34,2018-BFN-0006660
7603546,Luxurious Victorian in the heart of West Highlands,18274641,Dennis,,West Highland,39.76502,-105.03364,Entire home/apt,,29,288,2023-06-11,2.51,1,0,0,2022-BFN-0008996
7776227,Newly Renovated Apartment Near DU,13416841,Melanie,,Wellshire,39.65685,-104.95886,Entire home/apt,90,1,671,2024-12-21,5.92,1,343,82,USE2022-060
7780920,Quiet Safe Neighborhood Home w Lg Fenced Yard,40939130,Zak,,Goldsmith,39.6687,-104.91498,Entire home/apt,297,3,71,2023-10-06,0.62,2,365,0,2017-BFN-0002467
7789164,Charming Little 1890s Duplex in the Art District,40990434,Vicki,,Lincoln Park,39.72622,-104.99535,Entire home/apt,135,29,54,2024-09-23,1.38,1,316,4,2021-BFN-0007029
7819520,Modern House near Denver/Sloan Lake,14191439,Kevin,,Sloan Lake,39.75415,-105.04881,Entire home/apt,165,30,5,2018-05-31,0.04,1,0,0,
7826191,Modern Rowhome in Trendy RiNo!,41207447,Josh,,Five Points,39.76765,-104.97513,Entire home/apt,336,1,235,2024-12-01,2.08,1,359,14,2016-BFN-0008143
7931953,Sunny Cottage in the Historic and Trendy LoHi Neighborhood,6065807,Kimberly & Tonya,,Highland,39.76082,-105.01858,Entire home/apt,90,1,771,2024-12-18,6.77,1,347,54,2017-BFN-0004016
7948813,Comfy house 2 miles from downtown,41917396,L. Daniel,,Sloan Lake,39.7561,-105.04096,Entire home/apt,145,1,335,2024-12-08,2.95,1,33,40,2016-BFN-0008285
8026291,In the heart of Denver University! No cleaning fee,4657393,Nanci,,University,39.679604,-104.966057,Private room,89,1,254,2024-12-09,2.24,2,146,30,2019-BFN-0011858
8071897,Hip Rino Basement Suite Near Downtown,42637305,Erica & Brianna,,Whittier,39.7523,-104.96948,Entire home/apt,91,2,619,2024-12-13,5.44,1,169,66,2022-BFN-0014824
8086875,Breathtaking Views of Denver,40490982,Jason,,Highland,39.76714,-105.0075,Entire home/apt,286,2,311,2024-12-29,2.94,1,333,57,2024-BFN-0002526
8117043,Let the Light in at a Homey Townhouse with a Natural Vibe,45310987,Morgan,,Rosedale,39.6715,-104.98542,Entire home/apt,135,29,77,2023-12-28,0.68,3,191,0,
8213634,Highlands Townhome Dog Friendly No Clean Fee,12882844,Michelle,,Highland,39.76399,-105.02294,Entire home/apt,95,29,208,2023-07-01,1.84,1,244,0,2017-BFN-0002417
8267327,NEW! Bright Denver Apartment-15 MinTo DIA&UCH,43592231,Asfaw,,Gateway - Green Valley Ranch,39.78201,-104.75561,Entire home/apt,107,30,16,2023-07-29,0.18,1,293,0,
8352843,Bright 2 bedroom apartment with parking!,9954312,Brandon And Robert,,Speer,39.71579,-104.98551,Entire home/apt,134,2,396,2024-12-21,3.56,1,120,50,2017-BFN-0000004
8356699,Beautiful Capital Hill Condo!,44048347,Meghan,,Capitol Hill,39.728,-104.97438,Entire home/apt,90,30,66,2020-05-17,0.59,1,245,0,
8366762,Capitol Hill Studio- 30 Night Minimum,9153888,Brian,,Capitol Hill,39.73786,-104.97922,Entire home/apt,80,29,148,2024-11-03,1.31,1,212,2,
8482535,Denver,2822362,Susie,,Hampden South,39.63496,-104.88586,Entire home/apt,350,30,1,2017-02-10,0.01,2,359,0,
8500786,Highland Square Cutie- close to restaurants/shops,44762212,Mary,,West Highland,39.76234817504883,-105.03081512451172,Entire home/apt,277,1,41,2024-08-31,0.39,1,360,10,2022-BFN-0017942
8520978,ZEN HOUSE- King Loft - Meditation Room-Theater-PS4,44866752,Anthony,,Lincoln Park,39.72909,-105.00038,Entire home/apt,345,1,264,2024-12-17,2.91,2,0,70,2022-BFN-0012397
8556263,Denver LoHi Local Clean & Modern Walkable,45038909,Boon,,Highland,39.76272,-105.00863,Entire home/apt,469,1,485,2024-12-26,5.15,1,318,36,2017-BFN-0004468
8566977,2 BEDROOM/1 BATH UPSTAIRS APARTMENT IN WASH PARK,45086901,Corie,,Washington Park West,39.7077,-104.98016,Entire home/apt,135,3,172,2024-10-21,1.53,1,348,2,2020-BFN-0001130
8623055,One bedroom in the Highlands!,4156700,James,,Sloan Lake,39.75025,-105.03872,Private room,650,1,83,2023-10-08,0.75,2,350,0,2018-BFN-0008623
8627368,Cozy Bedroom in Congress Park 1,27265704,Adam,,Congress Park,39.73525,-104.94217,Private room,45,31,16,2022-06-30,0.14,2,153,0,
8649742,Executive Master Suite in downtown 2BR/2BA apt,45462595,Janet R,,CBD,39.74661,-104.99564,Private room,105,30,243,2024-12-16,2.16,2,97,4,
8650761,Family friendly home in the heart of Denver!,16641985,Sarah,,Speer,39.71503,-104.98399,Entire home/apt,234,3,42,2024-12-25,0.38,1,13,2,2023-BFN-0012839
8671797,Beautiful Modern Carriage House,258578682,Danny,,Whittier,39.751,-104.96985,Entire home/apt,126,3,300,2024-11-18,2.79,1,365,46,2020-BFN-0000274
8680784,3rd floor penthouse loft in great central location,45409664,Steven,,Whittier,39.76058,-104.96832,Entire home/apt,48,29,289,2023-11-07,2.58,2,179,0,2017-BFN-0000320
8682809,Cozy City Park 1 BD/BA Close to Everything!,45596101,Tracy,,Whittier,39.75183,-104.96774,Entire home/apt,95,2,277,2024-12-22,5.38,1,68,58,2017-BFN-0004674
